CUSIP,CALLTYPE,STARTDT,ENDDT,NEXTCALL,DATE,F,SIMPNDX,FORMULA
3130A5G52,OPR,2018-05-25,2018-05-25,2018-05-25,ONCE,B,0,
3130A9UE9,OPR,2018-11-16,2018-11-16,2018-11-16,ONCE,B,0,
3130A9UL3,OPR,2017-11-17,2017-11-17,2017-11-17,ONCE,B,0,
3130A9W23,OPR,2018-11-21,2018-11-21,2018-11-21,ONCE,B,0,
3130AA5E4,OPR,2017-11-29,2017-11-29,2017-11-29,ONCE,B,0,
3130AB3Y0,OPR,2019-04-26,2019-04-26,2019-04-26,ONCE,B,0,
3130ABAX4,OPR,2019-05-17,2019-05-17,2019-05-17,ONCE,B,0,
3130ACLM4,OPR,2018-01-25,2018-04-25,2018-04-25,FLEX,Q,0,
3130ACRK2,OPR,2018-11-28,2018-11-28,2018-11-28,ONCE,B,0,
3130ACUP7,OPR,2022-11-29,2032-11-29,2022-11-29,CONT,D,0,
3130ACXR0,OPR,2018-11-30,2018-11-30,2018-11-30,ONCE,B,0,
3130AD6L1,OPR,2022-12-27,2032-12-27,2022-12-27,FLEX,Q,0,
3130ADBK7,OPR,2023-01-24,2033-01-24,2023-01-24,CONT,D,0,
3130ADGP1,OPR,2023-01-26,2033-01-26,2023-01-26,FLEX,Q,0,
3130AE4J6,OPR,2023-04-27,2028-04-27,2023-04-27,CONT,D,0,
3130AE4K3,OPR,2023-04-27,2033-04-27,2023-04-27,CONT,D,0,
3130AE5C0,OPR,2023-04-27,2038-04-27,2023-04-27,CONT,D,0,
3130AE5L0,OPR,2023-04-26,2028-04-26,2023-04-26,CONT,D,0,
3130AE5M8,OPR,2023-04-26,2033-04-26,2023-04-26,CONT,D,0,
3130AECR9,OPR,2023-05-25,2033-05-25,2023-05-25,CONT,D,0,
3130AEDL1,OPR,2023-06-01,2038-06-01,2023-06-01,FLEX,Q,0,
3130AEDV9,OPR,2023-06-01,2038-06-01,2023-06-01,FLEX,Q,0,
3130AEDX5,OPR,2023-06-06,2033-06-06,2023-06-06,CONT,D,0,
3130AEF88,OPR,2023-06-15,2033-06-15,2023-06-15,CONT,D,0,
3130AEH78,OPR,2023-06-28,2033-06-28,2023-06-28,CONT,D,0,
3130AEJQ4,OPR,2023-07-11,2033-07-11,2023-07-11,CONT,D,0,
3130AEPQ7,OPR,2023-08-08,2033-08-08,2023-08-08,CONT,D,0,
3130AEY46,OPR,2023-09-28,2033-09-28,2023-09-28,CONT,D,0,
3130AEYE4,OPR,2023-09-27,2035-09-27,2023-09-27,CONT,D,0,
3130AF4W4,OPR,2023-10-24,2033-10-24,2023-10-24,CONT,D,0,
3130AF4X2,OPR,2023-10-19,2038-10-19,2023-10-19,CONT,D,0,
3130AFAT4,OPR,2023-11-02,2033-11-02,2023-11-02,CONT,D,0,
3130AFAU1,OPR,2023-11-02,2038-11-02,2023-11-02,CONT,D,0,
3130AFCB1,OPR,2023-11-14,2033-11-14,2023-11-14,CONT,D,0,
3130AFCC9,OPR,2023-11-09,2038-11-09,2023-11-09,CONT,D,0,
3130AFG27,OPR,2023-11-29,2038-11-29,2023-11-29,CONT,D,0,
3130AFG92,OPR,2023-11-27,2028-11-27,2023-11-27,CONT,D,0,
3130AFGQ4,OPR,2023-11-28,2033-11-28,2023-11-28,FLEX,Q,0,
3130AFGX9,OPR,2023-12-04,2028-12-04,2023-12-04,CONT,D,0,
3130AFLC9,OPR,2022-12-21,2033-12-21,2022-12-21,FLEX,Q,0,
3130AFM20,OPR,2023-12-28,2038-12-28,2023-12-28,CONT,D,0,
3130AFVY0,OPR,2024-02-20,2029-02-20,2024-02-20,CONT,D,0,
3130AG3T0,OPR,2022-03-28,2029-03-28,2022-03-28,CONT,D,0,
3130AGBD6,OPR,2022-04-18,2029-04-18,2022-04-18,CONT,D,0,
3130AGE76,OPR,2022-05-09,2029-05-09,2022-05-09,CONT,D,0,
3130AGGM1,OPR,2022-05-24,2028-05-24,2022-05-24,CONT,D,0,
3130AGK38,OPR,2022-06-06,2034-06-06,2022-06-06,CONT,D,0,
3130AGME2,OPR,2022-06-27,2029-06-27,2022-06-27,CONT,D,0,
3130AGMT9,OPR,2022-06-24,2026-06-24,2022-06-24,CONT,D,0,
3130AGR98,OPR,2022-07-18,2029-07-18,2022-07-18,CONT,D,0,
3130AGT21,OPR,2022-07-26,2029-07-26,2022-07-26,CONT,D,0,
3130AGU78,OPR,2022-08-09,2029-08-09,2022-08-09,CONT,D,0,
3130AGUS2,OPR,2024-08-13,2029-08-13,2024-08-13,CONT,D,0,
3130AGVG7,OPR,2022-08-15,2029-08-15,2022-11-15,FLEX,Q,0,
3130AGX26,OPR,2022-08-23,2029-08-23,2022-11-23,FLEX,Q,0,
3130AGXZ3,OPR,2022-09-06,2029-09-06,2022-09-06,CONT,D,0,
3130AH2X0,OPR,2022-09-19,2029-09-19,2022-09-19,CONT,D,0,
3130AH3J0,OPR,2022-09-19,2034-09-19,2022-09-19,CONT,D,0,
3130AH3P6,OPR,2022-09-23,2026-09-23,2022-09-23,CONT,D,0,
3130AH3Z4,OPR,2024-09-24,2029-09-24,2024-09-24,CONT,D,0,
3130AH4L4,OPR,2022-09-26,2034-09-26,2022-09-26,CONT,D,0,
3130AH4Z3,OPR,2022-09-26,2029-09-26,2022-09-26,CONT,D,0,
3130AH6D0,OPR,2024-10-02,2034-10-02,2024-10-02,CONT,D,0,
3130AH6Y4,OPR,2023-09-27,2029-09-27,2023-09-27,FLEX,Q,0,
3130AHBH5,OPR,2022-10-17,2029-10-17,2022-10-17,CONT,D,0,
3130AHCK7,OPR,2021-10-25,2039-10-25,2021-10-25,CONT,D,0,
3130AHCX9,OPR,2022-10-18,2029-10-18,2022-10-18,CONT,D,0,
3130AHEC3,OPR,2022-10-24,2029-10-24,2022-10-24,CONT,D,0,
3130AHEU3,OPR,2022-11-01,2029-11-01,2022-11-01,CONT,D,0,
3130AHHB2,OPR,2022-11-08,2027-11-08,2022-11-08,CONT,D,0,
3130AHHC0,OPR,2024-11-06,2029-11-06,2024-11-06,CONT,D,0,
3130AHHU0,OPR,2022-11-07,2029-11-07,2022-11-07,CONT,D,0,
3130AHL27,OPR,2022-11-21,2029-11-21,2022-11-21,CONT,D,0,
3130AHL76,OPR,2022-11-25,2026-11-25,2022-11-25,CONT,D,0,
3130AHLY7,OPR,2024-11-27,2034-11-27,2024-11-27,CONT,D,0,
3130AHNR0,OPR,2022-12-16,2026-12-16,2022-12-16,CONT,D,0,
3130AHSJ3,OPR,2022-12-23,2026-12-23,2022-12-23,CONT,D,0,
3130AHVG5,OPR,2023-01-17,2030-01-17,2023-01-17,CONT,D,0,
3130AHX32,OPR,2022-01-27,2027-01-27,2022-01-27,CONT,D,0,
3130AHX40,OPR,2022-01-28,2030-01-28,2022-01-28,CONT,D,0,
3130AHY49,OPR,2023-01-27,2027-01-27,2023-01-27,CONT,D,0,
3130AHY64,OPR,2022-01-28,2030-01-28,2022-01-28,CONT,D,0,
3130AHY72,OPR,2023-01-30,2030-01-30,2023-01-30,CONT,D,0,
3130AHYJ6,OPR,2023-01-30,2030-01-30,2023-01-30,CONT,D,0,
3130AHYX5,OPR,2022-02-07,2035-02-07,2022-02-07,CONT,D,0,
3130AHZA4,OPR,2022-02-07,2035-02-07,2022-02-07,CONT,D,0,
3130AJ2C2,OPR,2022-02-03,2025-02-03,2022-11-03,FLEX,Q,0,
3130AJ2Q1,OPR,2022-02-14,2025-02-14,2022-02-14,CONT,D,0,
3130AJ3V9,OPR,2023-02-10,2027-02-10,2023-02-10,CONT,D,0,
3130AJ3Y3,OPR,2022-02-11,2030-02-11,2022-02-11,CONT,D,0,
3130AJ4U0,OPR,2023-02-13,2035-02-13,2023-02-13,FLEX,Q,0,
3130AJ5P0,OPR,2023-02-21,2035-02-21,2023-02-21,CONT,D,0,
3130AJ7J2,OPR,2023-03-02,2027-03-02,2023-03-02,CONT,D,0,
3130AJ7L7,OPR,2022-02-28,2030-02-28,2022-02-28,CONT,D,0,
3130AJAC3,OPR,2022-02-28,2035-02-28,2022-02-28,CONT,D,0,
3130AJAM1,OPR,2021-03-16,2037-03-16,2021-03-16,CONT,D,0,
3130AJAQ2,OPR,2021-03-12,2035-03-12,2021-03-12,CONT,D,0,
3130AJB24,OPR,2021-03-19,2040-03-19,2021-03-19,CONT,D,0,
3130AJB99,OPR,2022-03-09,2035-03-09,2022-03-09,CONT,D,0,
3130AJBD0,OPR,2022-03-10,2025-03-10,2022-03-10,CONT,D,0,
3130AJBG3,OPR,2021-03-02,2045-03-02,2022-09-02,FLEX,Q,0,
3130AJBL2,OPR,2021-03-18,2038-03-18,2021-03-18,CONT,D,0,
3130AJBW8,OPR,2021-03-23,2045-03-23,2021-03-23,CONT,D,0,
3130AJBZ1,OPR,2021-03-23,2040-03-23,2021-03-23,CONT,D,0,
3130AJCP2,OPR,2020-06-10,2045-03-10,2020-06-10,CONT,D,0,
3130AJCT4,OPR,2021-03-11,2030-03-11,2021-03-11,CONT,D,0,
3130AJD71,OPR,2021-03-30,2035-03-30,2021-03-30,CONT,D,0,
3130AJD89,OPR,2020-09-30,2037-03-30,2020-09-30,CONT,D,0,
3130AJD97,OPR,2021-03-26,2040-03-26,2021-03-26,CONT,D,0,
3130AJDE6,OPR,2021-04-01,2032-04-01,2021-04-01,CONT,D,0,
3130AJDX4,OPR,2021-03-16,2040-03-16,2021-03-16,CONT,D,0,
3130AJE62,OPR,2021-03-18,2030-03-18,2021-03-18,CONT,D,0,
3130AJE88,OPR,2022-03-18,2037-03-18,2022-03-18,CONT,D,0,
3130AJE96,OPR,2020-06-19,2035-03-19,2020-06-19,CONT,D,0,
3130AJEA3,OPR,2020-10-08,2032-04-08,2020-10-08,CONT,D,0,
3130AJEB1,OPR,2021-03-19,2027-03-19,2021-03-19,CONT,D,0,
3130AJEM7,OPR,2020-06-26,2040-03-26,2020-06-26,CONT,D,0,
3130AJFD6,OPR,2021-03-25,2030-03-25,2021-03-25,CONT,D,0,
3130AJGM5,OPR,2022-04-08,2024-04-08,2022-04-08,CONT,D,0,
3130AJGN3,OPR,2022-04-07,2025-04-07,2022-04-07,CONT,D,0,
3130AJGU7,OPR,2021-04-15,2027-04-15,2021-04-15,CONT,D,0,
3130AJH36,OPR,2021-04-08,2030-04-08,2022-10-08,FLEX,Q,0,
3130AJHM4,OPR,2021-04-16,2035-04-16,2021-04-16,CONT,D,0,
3130AJHT9,OPR,2022-04-22,2024-04-22,2022-09-22,FLEX,M,0,
3130AJHZ5,OPR,2021-04-28,2045-04-28,2021-04-28,CONT,D,0,
3130AJJ83,OPR,2021-04-23,2030-04-23,2021-04-23,CONT,D,0,
3130AJJD2,OPR,2021-04-23,2040-04-23,2021-04-23,CONT,D,0,
3130AJJH3,OPR,2025-04-23,2035-04-23,2025-04-23,CONT,D,0,
3130AJJK6,OPR,2020-10-30,2040-04-30,2020-10-30,CONT,D,0,
3130AJJQ3,OPR,2021-04-27,2027-04-27,2021-04-27,CONT,D,0,
3130AJJT7,OPR,2021-05-04,2032-05-04,2021-05-04,CONT,D,0,
3130AJJU4,OPR,2021-05-04,2035-05-04,2021-05-04,CONT,D,0,
3130AJJV2,OPR,2021-04-28,2045-04-28,2021-04-28,CONT,D,0,
3130AJJY6,OPR,2021-02-05,2031-05-05,2021-02-05,CONT,D,0,
3130AJK32,OPR,2020-11-04,2035-05-04,2020-11-04,CONT,D,0,
3130AJK40,OPR,2021-05-04,2027-05-04,2021-05-04,CONT,D,0,
3130AJK57,OPR,2021-05-06,2029-11-06,2021-05-06,CONT,D,0,
3130AJKB4,OPR,2020-11-12,2030-11-12,2020-11-12,CONT,D,0,
3130AJKC2,OPR,2023-05-04,2035-05-04,2023-05-04,CONT,D,0,
3130AJKG3,OPR,2021-05-07,2040-05-07,2021-05-07,CONT,D,0,
3130AJKM0,OPR,2025-05-07,2035-05-07,2025-05-07,CONT,D,0,
3130AJKS7,OPR,2021-05-07,2030-05-07,2021-05-07,CONT,D,0,
3130AJKT5,OPR,2020-08-14,2030-05-14,2020-08-14,CONT,D,0,
3130AJKU2,OPR,2021-05-13,2033-05-13,2021-05-13,CONT,D,0,
3130AJKV0,OPR,2020-11-18,2040-05-18,2020-11-18,CONT,D,0,
3130AJL31,OPR,2020-11-19,2031-05-19,2020-11-19,CONT,D,0,
3130AJL49,OPR,2020-08-18,2040-05-18,2020-08-18,CONT,D,0,
3130AJL56,OPR,2021-05-11,2045-05-11,2021-05-11,CONT,D,0,
3130AJL80,OPR,2020-08-11,2035-05-11,2020-08-11,CONT,D,0,
3130AJL98,OPR,2020-08-18,2035-05-18,2020-08-18,CONT,D,0,
3130AJLA5,OPR,2021-05-19,2025-05-19,2021-05-19,CONT,D,0,
3130AJLB3,OPR,2020-11-19,2032-05-19,2020-11-19,CONT,D,0,
3130AJLD9,OPR,2020-11-18,2035-05-18,2020-11-18,CONT,D,0,
3130AJLE7,OPR,2022-05-11,2035-05-11,2022-05-11,CONT,D,0,
3130AJLH0,OPR,2020-11-19,2026-05-19,2020-11-19,CONT,D,0,
3130AJLJ6,OPR,2021-05-20,2030-05-20,2021-05-20,CONT,D,0,
3130AJLN7,OPR,2020-11-19,2045-05-19,2020-11-19,CONT,D,0,
3130AJLT4,OPR,2020-11-19,2034-05-19,2020-11-19,CONT,D,0,
3130AJLU1,OPR,2020-11-19,2028-05-19,2020-11-19,CONT,D,0,
3130AJLV9,OPR,2020-11-18,2035-05-18,2020-11-18,CONT,D,0,
3130AJM71,OPR,2021-02-26,2032-05-26,2021-02-26,CONT,D,0,
3130AJMA4,OPR,2020-11-27,2033-05-27,2020-11-27,CONT,D,0,
3130AJMB2,OPR,2020-12-01,2035-06-01,2020-12-01,CONT,D,0,
3130AJMF3,OPR,2020-08-28,2028-11-28,2020-08-28,CONT,D,0,
3130AJMH9,OPR,2020-12-03,2036-06-03,2020-12-03,CONT,D,0,
3130AJMJ5,OPR,2021-06-01,2040-06-01,2021-06-01,CONT,D,0,
3130AJMT3,OPR,2021-06-04,2035-06-04,2021-06-04,CONT,D,0,
3130AJMU0,OPR,2021-06-04,2037-06-04,2021-06-04,CONT,D,0,
3130AJMV8,OPR,2021-06-04,2024-06-04,2021-06-04,CONT,D,0,
3130AJN54,OPR,2020-12-08,2027-06-08,2020-12-08,CONT,D,0,
3130AJN62,OPR,2020-12-10,2030-06-10,2020-12-10,CONT,D,0,
3130AJN70,OPR,2020-12-11,2035-06-11,2020-12-11,CONT,D,0,
3130AJN88,OPR,2020-12-08,2040-06-08,2020-12-08,CONT,D,0,
3130AJNC9,OPR,2022-06-01,2035-06-01,2022-06-01,CONT,D,0,
3130AJND7,OPR,2025-06-04,2035-06-04,2025-06-04,CONT,D,0,
3130AJNG0,OPR,2021-06-02,2027-06-02,2021-06-02,CONT,D,0,
3130AJNH8,OPR,2020-12-02,2045-06-02,2020-12-02,CONT,D,0,
3130AJNR6,OPR,2020-12-08,2033-06-08,2022-09-08,FLEX,M,0,
3130AJNT2,OPR,2020-12-04,2027-06-04,2020-12-04,CONT,D,0,
3130AJNU9,OPR,2020-12-08,2028-06-08,2020-12-08,CONT,D,0,
3130AJNV7,OPR,2021-06-04,2030-06-04,2021-06-04,CONT,D,0,
3130AJP45,OPR,2021-06-11,2024-03-11,2021-06-11,CONT,D,0,
3130AJP60,OPR,2020-12-11,2026-06-11,2020-12-11,CONT,D,0,
3130AJP78,OPR,2020-09-11,2029-06-11,2020-09-11,CONT,D,0,
3130AJP86,OPR,2021-06-11,2035-06-11,2021-06-11,CONT,D,0,
3130AJPB9,OPR,2020-09-11,2031-06-11,2020-09-11,CONT,D,0,
3130AJPE3,OPR,2021-06-25,2030-06-25,2021-06-25,CONT,D,0,
3130AJPF0,OPR,2021-06-25,2035-06-25,2021-06-25,CONT,D,0,
3130AJPG8,OPR,2021-06-29,2040-06-29,2021-06-29,CONT,D,0,
3130AJPH6,OPR,2021-06-15,2045-06-15,2021-06-15,CONT,D,0,
3130AJPM5,OPR,2020-09-18,2029-06-18,2020-09-18,CONT,D,0,
3130AJPN3,OPR,2020-09-18,2036-06-18,2020-09-18,CONT,D,0,
3130AJPP8,OPR,2020-09-18,2040-06-18,2020-09-18,CONT,D,0,
3130AJPT0,OPR,2021-06-16,2025-06-16,2021-06-16,CONT,D,0,
3130AJPY9,OPR,2021-06-17,2030-06-17,2021-06-17,CONT,D,0,
3130AJQ28,OPR,2025-06-18,2035-06-18,2025-06-18,CONT,D,0,
3130AJQ44,OPR,2021-06-16,2045-06-16,2021-06-16,CONT,D,0,
3130AJQ51,OPR,2021-06-18,2035-06-18,2021-06-18,CONT,D,0,
3130AJQB8,OPR,2022-06-24,2024-06-24,2022-06-24,CONT,D,0,
3130AJQD4,OPR,2020-09-29,2027-06-29,2020-09-29,CONT,D,0,
3130AJQG7,OPR,2020-12-29,2022-12-29,2020-12-29,CONT,D,0,
3130AJQH5,OPR,2021-06-23,2027-06-23,2021-06-23,CONT,D,0,
3130AJQJ1,OPR,2020-09-29,2029-06-29,2020-09-29,CONT,D,0,
3130AJQK8,OPR,2020-12-30,2038-06-30,2020-12-30,CONT,D,0,
3130AJQL6,OPR,2021-06-29,2040-06-29,2021-06-29,CONT,D,0,
3130AJQS1,OPR,2021-06-25,2030-06-25,2021-06-25,CONT,D,0,
3130AJQU6,OPR,2021-03-22,2033-06-22,2021-03-22,CONT,D,0,
3130AJR68,OPR,2020-12-30,2026-06-30,2020-12-30,CONT,D,0,
3130AJR76,OPR,2020-12-29,2029-06-29,2020-12-29,CONT,D,0,
3130AJR84,OPR,2020-12-29,2035-06-29,2020-12-29,CONT,D,0,
3130AJR92,OPR,2021-06-30,2045-06-30,2021-06-30,CONT,D,0,
3130AJRE1,OPR,2020-12-24,2025-06-24,2020-12-24,CONT,D,0,
3130AJRF8,OPR,2020-12-24,2027-06-24,2020-12-24,CONT,D,0,
3130AJRG6,OPR,2020-12-24,2030-06-24,2020-12-24,CONT,D,0,
3130AJRH4,OPR,2020-12-29,2040-06-29,2020-12-29,CONT,D,0,
3130AJRP6,OPR,2021-06-30,2025-06-30,2021-06-30,CONT,D,0,
3130AJRQ4,OPR,2021-06-25,2027-06-25,2021-06-25,CONT,D,0,
3130AJRR2,OPR,2020-12-30,2032-06-30,2020-12-30,CONT,D,0,
3130AJRV3,OPR,2021-01-08,2030-07-08,2021-01-08,CONT,D,0,
3130AJRW1,OPR,2021-07-06,2040-07-06,2021-07-06,CONT,D,0,
3130AJS75,OPR,2021-06-29,2035-06-29,2021-06-29,CONT,D,0,
3130AJSF7,OPR,2021-01-08,2025-01-08,2021-01-08,CONT,D,0,
3130AJSK6,OPR,2021-07-01,2030-07-01,2021-07-01,CONT,D,0,
3130AJSP5,OPR,2021-07-06,2027-07-06,2021-07-06,CONT,D,0,
3130AJSQ3,OPR,2021-01-06,2027-07-06,2021-01-06,CONT,D,0,
3130AJSR1,OPR,2020-10-09,2030-07-09,2020-10-09,CONT,D,0,
3130AJSS9,OPR,2020-10-09,2032-07-09,2020-10-09,CONT,D,0,
3130AJSU4,OPR,2021-07-16,2040-07-16,2021-07-16,CONT,D,0,
3130AJSX8,OPR,2022-07-08,2026-07-08,2022-07-08,CONT,D,0,
3130AJSY6,OPR,2021-01-15,2025-07-15,2021-01-15,CONT,D,0,
3130AJT58,OPR,2021-07-14,2027-07-14,2021-07-14,CONT,D,0,
3130AJT66,OPR,2021-07-20,2040-07-20,2021-07-20,CONT,D,0,
3130AJTD1,OPR,2021-07-13,2035-07-13,2021-07-13,CONT,D,0,
3130AJTE9,OPR,2020-10-15,2026-07-15,2020-10-15,CONT,D,0,
3130AJTF6,OPR,2021-01-14,2025-07-14,2021-01-14,CONT,D,0,
3130AJTG4,OPR,2021-01-20,2028-01-20,2021-01-20,CONT,D,0,
3130AJTN9,OPR,2020-10-21,2023-07-21,2020-10-21,CONT,D,0,
3130AJTP4,OPR,2021-01-14,2027-07-14,2021-01-14,CONT,D,0,
3130AJTQ2,OPR,2021-07-27,2040-07-27,2021-07-27,CONT,D,0,
3130AJTV1,OPR,2021-07-16,2035-07-16,2021-07-16,CONT,D,0,
3130AJTW9,OPR,2021-01-20,2035-07-20,2021-01-20,CONT,D,0,
3130AJTX7,OPR,2020-10-21,2025-07-21,2020-10-21,CONT,D,0,
3130AJU80,OPR,2021-01-15,2031-07-15,2021-01-15,CONT,D,0,
3130AJUC1,OPR,2021-07-20,2045-07-20,2021-07-20,CONT,D,0,
3130AJUL1,OPR,2020-10-27,2026-07-27,2020-10-27,CONT,D,0,
3130AJUM9,OPR,2021-01-20,2032-07-20,2021-01-20,CONT,D,0,
3130AJUN7,OPR,2020-10-30,2024-07-30,2020-10-30,CONT,D,0,
3130AJUP2,OPR,2021-07-20,2027-07-20,2021-07-20,CONT,D,0,
3130AJUQ0,OPR,2025-07-23,2035-07-23,2025-07-23,CONT,D,0,
3130AJUV9,OPR,2020-10-29,2031-07-29,2020-10-29,CONT,D,0,
3130AJV30,OPR,2021-07-22,2027-07-22,2021-07-22,CONT,D,0,
3130AJV48,OPR,2023-07-28,2027-07-28,2023-07-28,CONT,D,0,
3130AJVB2,OPR,2021-07-23,2030-07-23,2021-07-23,CONT,D,0,
3130AJVC0,OPR,2021-01-29,2032-07-29,2021-01-29,CONT,D,0,
3130AJVG1,OPR,2021-07-30,2035-07-30,2021-07-30,CONT,D,0,
3130AJVZ9,OPR,2021-01-29,2027-07-29,2021-01-29,CONT,D,0,
3130AJW21,OPR,2021-07-30,2027-07-30,2021-07-30,CONT,D,0,
3130AJW70,OPR,2021-02-05,2026-08-05,2021-02-05,CONT,D,0,
3130AJWA3,OPR,2021-08-05,2024-08-05,2021-08-05,CONT,D,0,
3130AJWB1,OPR,2021-08-05,2025-08-05,2021-08-05,CONT,D,0,
3130AJWC9,OPR,2021-02-05,2030-08-05,2021-02-05,CONT,D,0,
3130AJWG0,OPR,2021-02-10,2028-08-10,2021-02-10,CONT,D,0,
3130AJWK1,OPR,2021-02-05,2025-08-05,2021-02-05,CONT,D,0,
3130AJWL9,OPR,2021-02-03,2035-08-03,2021-02-03,CONT,D,0,
3130AJWM7,OPR,2021-02-05,2027-08-05,2021-02-05,CONT,D,0,
3130AJWT2,OPR,2021-08-06,2027-08-06,2021-08-06,CONT,D,0,
3130AJWU9,OPR,2021-08-06,2035-08-06,2021-08-06,CONT,D,0,
3130AJWY1,OPR,2020-11-12,2026-02-12,2020-11-12,CONT,D,0,
3130AJX20,OPR,2020-11-12,2027-08-12,2020-11-12,CONT,D,0,
3130AJX38,OPR,2020-11-12,2037-08-12,2020-11-12,CONT,D,0,
3130AJX46,OPR,2021-08-06,2040-08-06,2021-08-06,CONT,D,0,
3130AJX61,OPR,2020-11-12,2029-02-12,2020-11-12,CONT,D,0,
3130AJX79,OPR,2021-02-12,2026-08-12,2021-02-12,CONT,D,0,
3130AJX87,OPR,2021-08-13,2035-08-13,2021-08-13,CONT,D,0,
3130AJXB0,OPR,2020-11-17,2026-08-17,2020-11-17,CONT,D,0,
3130AJXG9,OPR,2020-11-20,2024-08-20,2020-11-20,CONT,D,0,
3130AJXH7,OPR,2021-08-17,2027-08-17,2021-08-17,CONT,D,0,
3130AJXJ3,OPR,2021-08-11,2045-08-11,2021-08-11,CONT,D,0,
3130AJXN4,OPR,2021-08-13,2032-08-13,2021-08-13,CONT,D,0,
3130AJXT1,OPR,2021-02-17,2028-08-17,2021-02-17,CONT,D,0,
3130AJXU8,OPR,2021-08-18,2042-08-18,2021-08-18,CONT,D,0,
3130AJXZ7,OPR,2021-02-19,2030-08-19,2021-02-19,CONT,D,0,
3130AJY78,OPR,2021-08-20,2040-08-20,2021-08-20,CONT,D,0,
3130AJYJ2,OPR,2021-08-20,2030-08-20,2021-08-20,CONT,D,0,
3130AJYK9,OPR,2022-08-24,2035-08-24,2022-08-24,CONT,D,0,
3130AJYQ6,OPR,2021-08-26,2039-08-26,2021-08-26,CONT,D,0,
3130AJYR4,OPR,2021-02-26,2026-05-26,2021-02-26,CONT,D,0,
3130AJYS2,OPR,2021-03-04,2035-09-04,2021-03-04,CONT,D,0,
3130AJYU7,OPR,2020-11-24,2023-08-24,2020-11-24,CONT,D,0,
3130AJYV5,OPR,2020-11-24,2027-08-24,2020-11-24,CONT,D,0,
3130AJYY9,OPR,2023-08-25,2027-08-25,2023-08-25,CONT,D,0,
3130AJYZ6,OPR,2021-03-02,2027-09-02,2021-03-02,CONT,D,0,
3130AJZ28,OPR,2021-02-26,2030-08-26,2021-02-26,CONT,D,0,
3130AJZ36,OPR,2020-11-27,2025-08-27,2020-11-27,CONT,D,0,
3130AJZA0,OPR,2021-08-26,2025-08-26,2021-08-26,CONT,D,0,
3130AJZB8,OPR,2021-02-26,2030-08-26,2021-02-26,CONT,D,0,
3130AJZG7,OPR,2020-11-25,2023-05-25,2020-11-25,CONT,D,0,
3130AJZH5,OPR,2020-11-27,2024-08-27,2020-11-27,CONT,D,0,
3130AJZJ1,OPR,2021-02-25,2023-08-25,2021-02-25,CONT,D,0,
3130AJZQ5,OPR,2021-03-01,2027-09-01,2021-03-01,CONT,D,0,
3130AJZR3,OPR,2023-09-01,2027-09-01,2023-09-01,CONT,D,0,
3130AJZY8,OPR,2021-03-01,2022-09-01,2021-03-01,CONT,D,0,
3130AJZZ5,OPR,2021-03-01,2029-03-01,2021-03-01,CONT,D,0,
3130AK2A3,OPR,2021-09-10,2035-09-10,2021-09-10,CONT,D,0,
3130AK2B1,OPR,2021-03-08,2027-03-08,2021-03-08,CONT,D,0,
3130AK2K1,OPR,2021-09-01,2027-09-01,2021-09-01,CONT,D,0,
3130AK2L9,OPR,2020-12-04,2025-03-04,2020-12-04,CONT,D,0,
3130AK2P0,OPR,2021-09-08,2033-03-08,2021-09-08,CONT,D,0,
3130AK2Q8,OPR,2020-12-01,2023-09-01,2020-12-01,CONT,D,0,
3130AK2R6,OPR,2020-12-04,2026-09-04,2020-12-04,CONT,D,0,
3130AK2S4,OPR,2021-09-08,2029-03-08,2021-09-08,CONT,D,0,
3130AK2T2,OPR,2021-09-03,2030-09-03,2021-09-03,CONT,D,0,
3130AK2U9,OPR,2021-09-10,2035-09-10,2021-09-10,CONT,D,0,
3130AK2W5,OPR,2021-03-17,2035-09-17,2021-03-17,CONT,D,0,
3130AK3D6,OPR,2021-03-04,2037-09-04,2021-03-04,CONT,D,0,
3130AK3E4,OPR,2021-03-08,2023-09-08,2021-03-08,CONT,D,0,
3130AK3F1,OPR,2020-12-03,2025-09-03,2020-12-03,CONT,D,0,
3130AK3G9,OPR,2020-12-10,2028-03-10,2020-12-10,CONT,D,0,
3130AK3J3,OPR,2021-03-09,2031-09-09,2021-03-09,CONT,D,0,
3130AK3L8,OPR,2021-09-10,2035-09-10,2021-09-10,CONT,D,0,
3130AK3M6,OPR,2021-09-10,2040-09-10,2021-09-10,CONT,D,0,
3130AK3R5,OPR,2021-03-08,2024-03-08,2021-03-08,CONT,D,0,
3130AK3S3,OPR,2021-09-29,2023-09-29,2021-09-29,CONT,D,0,
3130AK3T1,OPR,2020-12-09,2024-12-09,2020-12-09,CONT,D,0,
3130AK3U8,OPR,2021-09-22,2027-09-22,2021-09-22,CONT,D,0,
3130AK3V6,OPR,2021-09-30,2030-09-30,2021-09-30,CONT,D,0,
3130AK3W4,OPR,2021-09-14,2029-09-14,2021-09-14,CONT,D,0,
3130AK3X2,OPR,2021-03-11,2034-09-11,2021-03-11,CONT,D,0,
3130AK3Z7,OPR,2021-09-29,2025-09-29,2021-09-29,CONT,D,0,
3130AK4J2,OPR,2021-03-17,2035-09-17,2021-03-17,CONT,D,0,
3130AK4P8,OPR,2021-09-10,2040-09-10,2021-09-10,CONT,D,0,
